Nom municipi,Districte,Secció,Cens electoral,Votants,xcoord,ycoord,MUNICIPI,area,Turnout,Density
BARCELONA,10,10,1139,612,2.17989318649266,41.4123959622215,80193.0,31709.3544921875,0.5373134328358209,35919.999578692936
BARCELONA,10,11,840,469,2.1787703760394,41.4103613749293,80193.0,16595.916015625,0.5583333333333333,50614.86206661583
BARCELONA,10,12,1252,800,2.18038745659594,41.4097688641853,80193.0,34762.2293701172,0.6389776357827476,36016.10203620203
BARCELONA,10,13,958,585,2.18116852030457,41.4110242695664,80193.0,27811.7563476562,0.6106471816283925,34445.86483588744
BARCELONA,10,14,967,542,2.18341455171286,41.4092821353876,80193.0,30194.8957519531,0.5604963805584281,32025.280297165835
BARCELONA,10,15,1275,753,2.18154440831566,41.4088810115544,80193.0,29038.8322753906,0.5905882352941176,43906.72420669333
BARCELONA,10,16,887,568,2.18225357096643,41.4077593092106,80193.0,18379.5919189453,0.6403607666290868,48260.048640454246
BARCELONA,10,17,1133,654,2.18357597813562,41.4076519177862,80193.0,25443.2424316406,0.5772285966460724,44530.48792991214
BARCELONA,10,18,885,528,2.18490318144477,41.407734741757,80193.0,30153.4384765625,0.5966101694915255,29349.886603741328
BARCELONA,10,19,1172,705,2.1851160600322,41.4099164052521,80193.0,22022.8083496094,0.6015358361774744,53217.55433706014
BARCELONA,10,20,1051,583,2.18390523022842,41.4105864005149,80193.0,15505.1154785156,0.5547098001902949,67784.08077361954
BARCELONA,10,21,951,546,2.18260843734305,41.4114629761593,80193.0,19692.1652832031,0.5741324921135647,48293.3179933838
BARCELONA,10,22,928,550,2.18215352387449,41.4131887342845,80193.0,38740.6042480469,0.5926724137931034,23954.19529489618
BARCELONA,10,23,1006,585,2.18399373656804,41.4118499133192,80193.0,32079.6431884766,0.5815109343936382,31359.45104156793
BARCELONA,10,24,978,615,2.18499238027721,41.4125215539757,80193.0,33282.8271484375,0.6288343558282209,29384.523004558323
BARCELONA,10,25,925,494,2.18627623503624,41.4101981832893,80193.0,32017.3050537109,0.534054054054054,28890.626442427256
BARCELONA,10,26,997,614,2.18790643111285,41.4105709374858,80193.0,48817.4720458984,0.6158475426278837,20423.01574040164
BARCELONA,10,27,1146,698,2.18854754234172,41.4125364856676,80193.0,30712.1004638672,0.6090750436300174,37314.28273192417
BARCELONA,10,28,1290,769,2.18758951473301,41.4136793275421,80193.0,30437.455078125,0.5961240310077519,42381.99273523055
BARCELONA,10,29,1038,597,2.19016829580532,41.4138064155767,80193.0,20760.4903564453,0.5751445086705202,49998.819015261965
BARCELONA,10,30,1325,802,2.19191789404729,41.4140666798915,80193.0,33641.2517089844,0.6052830188679246,39386.16825146667
BARCELONA,10,31,1078,604,2.19051690485638,41.4122392967781,80193.0,42580.2923583984,0.5602968460111317,25316.87643021499
BARCELONA,10,32,998,624,2.19126650259748,41.4102604092794,80193.0,35866.2517089844,0.625250501002004,27825.600737364028
BARCELONA,10,33,756,488,2.19225828327236,41.4117590914633,80193.0,23597.3696289062,0.6455026455026455,32037.469086127232
BARCELONA,10,34,1260,662,2.19354667639833,41.4128412929515,80193.0,17527.1929931641,0.5253968253968254,71888.29383526622
BARCELONA,10,35,1508,920,2.19473405870174,41.411084015352,80193.0,76484.9813232422,0.610079575596817,19716.28905323077
BARCELONA,10,36,965,678,2.19293731458415,41.4092709530248,80193.0,51075.4194335938,0.7025906735751295,18893.628494909455
BARCELONA,10,37,647,333,2.1909238889814,41.4081001338681,80193.0,39678.8254394531,0.5146831530139103,16305.926217177805
BARCELONA,10,38,1087,663,2.18940144769222,41.408979828665,80193.0,45653.1733398438,0.609935602575897,23809.9549380354
BARCELONA,10,39,1151,681,2.18763667465788,41.4082557264901,80193.0,45807.5981445312,0.5916594265855778,25126.835866145793
BARCELONA,10,40,1211,695,2.18623619954785,41.4066127111832,80193.0,37825.2530517578,0.573905862923204,32015.648337975177
BARCELONA,10,41,1095,627,2.18660141910865,41.405543877774,80193.0,84636.5073242188,0.5726027397260274,12937.679431942544
BARCELONA,10,42,1805,966,2.19157118236036,41.4023364708575,80193.0,516865.183105469,0.535180055401662,3492.206592742542
BARCELONA,10,43,1176,641,2.19061947696445,41.3970193456198,80193.0,357031.749267578,0.5450680272108843,3293.824715623946
BARCELONA,10,44,1085,620,2.18740916569112,41.3947550144777,80193.0,46172.3807373047,0.5714285714285714,23498.896584368253
BARCELONA,10,45,910,629,2.18519048125387,41.3926984036129,80193.0,33189.4527587891,0.6912087912087912,27418.349034363557
BARCELONA,10,46,864,547,2.18348790163299,41.3914363128072,80193.0,16748.9454345703,0.6331018518518519,51585.33732020402
BARCELONA,10,47,1194,762,2.18516417852869,41.391024036319,80193.0,36162.9411621094,0.6381909547738693,33017.22596753393
BARCELONA,10,48,1072,654,2.18741175648737,41.39186736253,80193.0,36618.0845947266,0.6100746268656716,29275.152205923398
BARCELONA,10,49,942,570,2.18795853556546,41.3931416751447,80193.0,17008.7718505859,0.6050955414012739,55383.187467915326
BARCELONA,10,50,1142,732,2.1894889569475,41.3931414273369,80193.0,54243.9884033203,0.6409807355516638,21053.024189683252
BARCELONA,10,51,1048,693,2.19027971580721,41.3913704101439,80193.0,59735.1555175781,0.6612595419847328,17544.107668584
BARCELONA,10,52,1548,1142,2.19534616212301,41.3938843096093,80193.0,169987.475708008,0.7377260981912145,9106.55325371759
BARCELONA,10,53,1255,993,2.19546762736297,41.3916068488332,80193.0,118739.287597656,0.7912350597609562,10569.374512777307
BARCELONA,10,54,630,445,2.1926130326174,41.3889028839288,80193.0,153432.576660156,0.7063492063492064,4106.038063842286
BARCELONA,10,55,1767,1332,2.19981614267436,41.3897733619703,80193.0,411865.551391602,0.7538200339558574,4290.234990592683
BARCELONA,10,56,1020,554,2.19769646561553,41.3968982668233,80193.0,188257.090942383,0.5431372549019607,5418.122605071891
BARCELONA,10,57,860,462,2.2004964237419,41.3980525581247,80193.0,112300.340209961,0.5372093023255814,7658.035571326955
BARCELONA,10,58,712,371,2.19791904660531,41.4004353136492,80193.0,76224.3509521484,0.5210674157303371,9340.847001071541
BARCELONA,10,59,1000,575,2.20560075817973,41.396124407847,80193.0,404642.603759766,0.575,2471.316640186742
BARCELONA,10,60,946,565,2.20494783477654,41.399866549819,80193.0,47641.7796630859,0.5972515856236786,19856.52103447734
BARCELONA,10,61,1259,831,2.2029446784728,41.3995800452007,80193.0,56680.2944335938,0.6600476568705321,22212.305221438728
BARCELONA,10,62,1065,716,2.20339219025373,41.4011559820542,80193.0,33248.6508789062,0.672300469483568,32031.374863262903
BARCELONA,10,63,871,511,2.20258671190861,41.4022154272281,80193.0,29442.2650146484,0.5866819747416763,29583.32178474216
BARCELONA,10,64,1063,627,2.20034922234374,41.4014525538185,80193.0,60383.6824951172,0.5898400752587017,17604.093623901743
BARCELONA,10,65,1061,677,2.20076656394963,41.4038454638575,80193.0,53902.7677001953,0.6380772855796418,19683.590384472147
BARCELONA,10,66,1338,813,2.19823588135879,41.4029564850156,80193.0,50581.6148681641,0.6076233183856502,26452.298992180513
BARCELONA,10,67,1158,797,2.19631030700571,41.4043831845514,80193.0,49210.8020019531,0.6882556131260794,23531.41897492426
BARCELONA,10,68,1076,718,2.19803199506428,41.4053071780026,80193.0,44072.5789794922,0.6672862453531598,24414.273566806314
BARCELONA,10,69,1618,1060,2.20215686326338,41.4062282732174,80193.0,81279.8836669922,0.6551297898640297,19906.52455445222
BARCELONA,10,70,1124,662,2.20269449083461,41.404269454296,80193.0,38980.0078125,0.5889679715302492,28835.294374660407
BARCELONA,10,71,1353,893,2.20565111508039,41.4020655014828,80193.0,49624.2625732422,0.6600147819660015,27264.888783043567
BARCELONA,10,72,1243,739,2.20813095429357,41.4026757119714,80193.0,48101.3834228516,0.5945293644408689,25841.252611655367
BARCELONA,10,73,1082,642,2.20681433183947,41.4036872289789,80193.0,35362.9896240234,0.5933456561922366,30596.96059365289
BARCELONA,10,74,1070,613,2.20498127073276,41.404598279745,80193.0,46595.5534667969,0.5728971962616822,22963.564554769408
BARCELONA,10,75,1030,590,2.20533154546217,41.4056501951266,80193.0,25785.5302734375,0.5728155339805825,39944.88339303365
BARCELONA,10,76,1461,919,2.20755373684402,41.4071208918556,80193.0,123201.830932617,0.6290212183436003,11858.589997733616
BARCELONA,10,77,1162,868,2.20978438596438,41.4048395376489,80193.0,81806.8728027344,0.7469879518072289,14204.185543212208
BARCELONA,10,78,1409,1042,2.21175719887797,41.4008266989797,80193.0,351151.185424805,0.7395315826827538,4012.5167121263253
BARCELONA,10,79,1227,791,2.2121479468144,41.4052220331663,80193.0,78176.0578613281,0.6446617766911166,15695.34245608167
BARCELONA,10,80,971,639,2.21644972500934,41.4074806425297,80193.0,436984.797241211,0.6580844490216272,2222.0452659455295
BARCELONA,10,81,1197,485,2.226540667952805,41.4084192157057,80193.0,484615.53527832,0.4051796157059315,2469.999232097563
BARCELONA,10,82,855,229,2.2174743029654,41.4153616395294,80193.0,49775.2197265625,0.26783625730994154,17177.222013220566
BARCELONA,10,83,842,268,2.21586299944258,41.4168816910902,80193.0,48587.2479248047,0.3182897862232779,17329.64997941658
BARCELONA,10,84,888,316,2.21501976489604,41.415264392921,80193.0,42288.0682373047,0.35585585585585583,20998.831041817248
BARCELONA,10,85,1040,425,2.21414660874356,41.4175197593927,80193.0,40868.3629150391,0.40865384615384615,25447.557127797052
BARCELONA,10,86,1142,441,2.2132329738421,41.4185034379165,80193.0,63718.7449951172,0.3861646234676007,17922.512442571053
BARCELONA,10,87,1110,395,2.21169504908015,41.419605057185,80193.0,66428.1300048828,0.35585585585585583,16709.78845736602
BARCELONA,10,88,1265,631,2.20994843191532,41.4198221912684,80193.0,33152.0782470703,0.49881422924901186,38157.48715879645
BARCELONA,10,89,1271,381,2.21003155365556,41.4158878096817,80193.0,132850.233276367,0.2997639653815893,9567.164231890743
BARCELONA,10,90,922,369,2.2135916175812,41.4147644239693,80193.0,34288.1865234375,0.4002169197396963,26889.727730854825
BARCELONA,10,91,1356,594,2.21582940656317,41.4130803663426,80193.0,36237.1885986328,0.43805309734513276,37420.12149505331
BARCELONA,10,92,1184,649,2.21696332729576,41.4113778502009,80193.0,39428.5767822266,0.5481418918918919,30028.981429877964
BARCELONA,10,93,880,480,2.21302522249256,41.4126458568101,80193.0,141470.537231445,0.5454545454545454,6220.376462982713
BARCELONA,10,94,1666,901,2.20766257460015,41.4115070134883,80193.0,245264.655273438,0.5408163265306123,6792.662392151971
BARCELONA,10,95,871,365,2.20488182187611,41.4099857239768,80193.0,93448.4241943359,0.4190585533869116,9320.64941179386
BARCELONA,10,96,1023,647,2.19978730980914,41.4072348359221,80193.0,96298.1710205078,0.6324535679374389,10623.254721859052
BARCELONA,10,97,1071,665,2.19497021912293,41.4065969721197,80193.0,60689.3839111328,0.6209150326797386,17647.23796781758
BARCELONA,10,98,1452,894,2.1937322909997,41.407589676403,80193.0,58837.6085205078,0.6157024793388429,24678.093425464544
BARCELONA,10,99,861,395,2.19656117169518,41.409708818681,80193.0,40214.7340087891,0.45876887340301975,21410.06328207529
BARCELONA,10,100,1110,615,2.19879416220627,41.409138341296,80193.0,128062.26171875,0.5540540540540541,8667.658880160801
BARCELONA,10,101,966,486,2.20292515103952,41.4123166415996,80193.0,198812.711791992,0.5031055900621118,4858.844242367552
BARCELONA,10,102,1844,960,2.20675918369008,41.4173869914868,80193.0,38427.2691650391,0.5206073752711496,47986.756281855705
BARCELONA,10,103,1706,1039,2.20392658829049,41.415268732116,80193.0,57796.2551269531,0.6090269636576788,29517.483377645556
BARCELONA,10,104,1326,878,2.20108726567535,41.413142473799,80193.0,38364.0906982422,0.6621417797888386,34563.571711625525
BARCELONA,10,105,1697,926,2.19990621213013,41.4140366623393,80193.0,36372.3334960938,0.5456688273423689,46656.34114957868
BARCELONA,10,106,789,445,2.19814376926412,41.41278944748,80193.0,19941.4566650391,0.5640050697084917,39565.815740193975
BARCELONA,10,107,1164,706,2.19643978255458,41.4123668100371,80193.0,37835.3796386719,0.6065292096219931,30764.855833777987
BARCELONA,10,108,1046,480,2.19684714448729,41.4137750435732,80193.0,21568.1201171875,0.4588910133843212,48497.50438687742
BARCELONA,10,109,1161,547,2.19867056033607,41.4150892875516,80193.0,50254.5427246094,0.47114556416882,23102.38909867673
BARCELONA,10,110,1182,635,2.19622562541408,41.4149715683176,80193.0,61640.4104003906,0.5372250423011844,19175.7321588584
BARCELONA,10,111,936,545,2.19612612602876,41.416480325859,80193.0,27146.0264892578,0.5822649572649573,34480.18443400521
BARCELONA,10,112,1211,808,2.19468585323088,41.415403536958,80193.0,18628.5222167969,0.6672171758876961,65007.84044523241
BARCELONA,10,113,803,451,2.1938643004521,41.4158940265982,80193.0,58032.9163818359,0.5616438356164384,13836.974773360454
BARCELONA,10,114,960,433,2.19634414723103,41.4177518071393,80193.0,27265.4619140625,0.4510416666666667,35209.379654957105
BARCELONA,10,115,989,458,2.19666257511447,41.419516960071,80193.0,126536.291259766,0.46309403437815977,7815.939523386888
BARCELONA,10,116,1277,608,2.19713704627943,41.4213533558947,80193.0,45024.9523925781,0.47611589663273296,28362.05108815396
BARCELONA,10,117,962,501,2.19924901317178,41.420518663608,80193.0,18200.4091796875,0.5207900207900208,52855.95452840898
BARCELONA,10,118,782,466,2.19922991208404,41.4187921745319,80193.0,17317.0373535156,0.5959079283887468,45157.839879651416
BARCELONA,10,119,839,407,2.19812552318161,41.4179773108425,80193.0,17235.4633789062,0.48510131108462456,48678.7028323717
BARCELONA,10,120,1004,506,2.20041338145307,41.4180064630408,80193.0,51733.4669189453,0.5039840637450199,19407.16638173587
BARCELONA,10,121,1089,555,2.20120838741408,41.4162141870309,80193.0,53559.7121582031,0.509641873278237,20332.446835848255
BARCELONA,10,122,1186,773,2.2030609053539,41.4170419379471,80193.0,57737.4261474609,0.6517706576728499,20541.268967739677
BARCELONA,10,123,1016,558,2.20495338449196,41.4178988817428,80193.0,19763.7537841797,0.5492125984251969,51407.23827541699
BARCELONA,10,124,860,476,2.20608612780656,41.4187400294805,80193.0,19741.0424804688,0.5534883720930233,43564.062072753164
BARCELONA,10,125,833,422,2.20699615313732,41.4196789856774,80193.0,24574.2410888672,0.5066026410564226,33897.28280876074
BARCELONA,10,126,816,473,2.20604253500929,41.4206265686326,80193.0,12826.5693359375,0.5796568627450981,63617.94636027344
BARCELONA,10,127,729,414,2.2043280462151,41.4192160628122,80193.0,35381.7299804688,0.5679012345679012,20603.8540343397
BARCELONA,10,128,1272,768,2.20321231521807,41.4200806712278,80193.0,35751.2562255859,0.6037735849056604,35579.169357681894
BARCELONA,10,129,949,608,2.20491504166663,41.4213375648917,80193.0,18489.4831542969,0.6406743940990516,51326.4752768092
BARCELONA,10,130,863,441,2.20334294622685,41.4220604691294,80193.0,34745.7473144531,0.5110081112398609,24837.5719822558
BARCELONA,10,131,960,571,2.20110618029216,41.420680281633,80193.0,24813.4487304688,0.5947916666666667,38688.697021837266
BARCELONA,10,132,919,503,2.20141707787219,41.4218137149733,80193.0,35336.6359863281,0.5473340587595212,26007.00305358906
BARCELONA,10,133,1212,637,2.19954712621027,41.4229003029401,80193.0,43873.0672607422,0.5255775577557755,27625.14854037804
BARCELONA,10,134,1138,605,2.19765377146906,41.4227338899272,80193.0,29186.8129882812,0.531634446397188,38990.2111085893
BARCELONA,10,135,891,491,2.19865973987452,41.424882660842,80193.0,188349.344360352,0.5510662177328844,4730.5712851080025
BARCELONA,10,136,1040,515,2.20171163681612,41.4250342822038,80193.0,18942.1127929688,0.4951923076923077,54904.1182135734
BARCELONA,10,137,1129,533,2.20157893528529,41.4276341576623,80193.0,296889.66418457,0.4720992028343667,3802.7595305511363
BARCELONA,10,138,1067,412,2.20574417810773,41.4251539504703,80193.0,118348.006103516,0.38612933458294285,9015.783494203713
BARCELONA,10,139,1121,480,2.20404224313695,41.4232741554056,80193.0,17951.9461669922,0.4281891168599465,62444.48315365134
BARCELONA,10,140,1106,477,2.20654628075798,41.422588037027,80193.0,35134.8515625,0.43128390596745025,31478.71560045103
BARCELONA,10,141,831,337,2.2078784286676,41.4208493784771,80193.0,39137.0465087891,0.4055354993983153,21233.078991113456
BARCELONA,10,142,1106,435,2.20922918120527,41.4220711176748,80193.0,62848.0007324219,0.3933092224231465,17598.014051534323
BARCELONA,10,143,1220,533,2.20903900977409,41.4238170872758,80193.0,43727.5533447266,0.43688524590163935,27900.02885325227
BARCELONA,10,234,1423,810,2.18989667927932,41.4064106678083,80193.0,30853.7947998047,0.5692199578355587,46120.744927266045
BARCELONA,10,235,952,435,2.21177034153302,41.4096082576976,80193.0,73347.5520019531,0.4569327731092437,12979.301612883415
BARCELONA,10,236,1182,582,2.21016732464977,41.4096968665865,80193.0,40465.5352783203,0.49238578680203043,29210.042369889645
BARCELONA,10,237,663,331,2.20812454166855,41.4175238721549,80193.0,48763.5604248047,0.49924585218702866,13596.218041182035
LA BARONIA DE RIALB,1,1,202,140,1.18109338138439,42.0272133043067,250426.0,145075834.265747,0.693069306930693,1.392375243074463
BASSELLA,1,1,180,130,1.3101847309648,41.9987252241785,250447.0,70825693.9240723,0.7222222222222222,2.5414505672611765
BATEA,1,1,806,521,0.269073395044075,41.0950243485758,430228.0,72855583.6949463,0.6464019851116626,11.06298184878737
BATEA,1,2,624,374,0.329959315092533,41.1164246533689,430228.0,55611744.1999512,0.5993589743589743,11.22065148247135
BAUSEN,1,1,59,25,0.699991749632737,42.8415144603752,250450.0,17855715.0228271,0.423728813559322,3.304264204741912
BEGUES,1,1,1877,1187,1.90006820735696,41.3180318700512,80207.0,6070837.5880127,0.6323921150772509,309.18303657246076
BEGUES,1,2,1514,984,1.919015425886,41.311936716674,80207.0,23185893.4030762,0.6499339498018494,65.2983248771052
BEGUES,1,3,1983,1229,1.88195624524069,41.3257045111565,80207.0,21173894.6488037,0.6197680282400403,93.65305877310753
BEGUR,1,1,1266,689,3.226503930349403,41.95363293074542,170139.0,14916570.2539062,0.5442338072669827,84.87205694408692
BEGUR,1,2,626,374,3.17383503650659,41.9318974369489,170139.0,4604513.08642578,0.597444089456869,135.95357169153533
