MUNICIPI,DISTRICTE,SECCIO,MUNDISSEC,xcoord,ycoord
"080728","01","005","08072801005",1.89931376921462,41.412911019541
"080728","01","006","08072801006",1.96815301814803,41.4380329984533
"080728","01","007","08072801007",1.94455325856034,41.4301564619207
"080728","01","008","08072801008",1.93243497806747,41.4245146187082
"080728","01","009","08072801009",1.92105428625328,41.4145807273106
"080728","01","010","08072801010",1.92558824622472,41.4181641598806
"080728","01","011","08072801011",1.90906143862646,41.4219632329755
"080734","01","001","08073401001",2.07311982933764,41.3553226856102
"080734","01","002","08073401002",2.06913306940731,41.3560685281462
"080734","01","003","08073401003",2.0761427455697,41.3511232801303
"080734","01","004","08073401004",2.06468958251351,41.3489170590253
"080734","01","005","08073401005",2.07470004992666,41.3521638758335
"080734","01","006","08073401006",2.07174094878178,41.3523295350872
"080734","01","007","08073401007",2.06965437055227,41.3535854453046
"080734","01","008","08073401008",2.06174845273283,41.3532267507505
"080734","01","009","08073401009",2.07151310613931,41.3546099002929
"080734","01","010","08073401010",2.07440809048558,41.3532052353571
"080734","01","011","08073401011",2.07448047435962,41.3504290070835
"080734","01","012","08073401012",2.07752583314642,41.348576728295
"080734","01","013","08073401013",2.06752280498484,41.3525168670663
"080734","01","014","08073401014",2.06717850115802,41.3552606676589
"080734","02","001","08073402001",2.08625450107778,41.356332007523
"080734","02","002","08073402002",2.08864713646227,41.3494505322493
"080734","03","001","08073403001",2.07676565590215,41.3671129257013
"080734","03","002","08073403002",2.07296988320409,41.365671161785
"080734","03","003","08073403003",2.07183308461826,41.3647550664197
"080734","03","004","08073403004",2.06447368141825,41.360505264307
"080734","03","005","08073403005",2.06969937277891,41.3613534897659
"080734","03","006","08073403006",2.07448038026154,41.3645143377857
"080734","03","007","08073403007",2.07333622286778,41.3627110831887
"080734","03","008","08073403008",2.06050289233423,41.3567549884772
"080734","03","009","08073403009",2.05951114712557,41.3602409583736
"080734","04","001","08073404001",2.07348751281946,41.3581192844196
"080734","04","002","08073404002",2.07580873066939,41.3582671026579
"080734","04","003","08073404003",2.07284227974972,41.3597247777956
"080734","04","004","08073404004",2.07797938471973,41.35720509142
"080734","04","005","08073404005",2.07886496097624,41.3584446771443
"080734","04","006","08073404006",2.08037451971175,41.3587628105166
"080734","04","007","08073404007",2.0738785072643,41.3611015564033
"080734","04","008","08073404008",2.07532625871557,41.3621010394551
"080734","04","009","08073404009",2.07755463286722,41.3614633245999
"080734","04","010","08073404010",2.07895207245131,41.3608019775582
"080734","04","011","08073404011",2.07607922155621,41.3632097238511
"080734","04","012","08073404012",2.07785960847101,41.363759325779
"080734","04","013","08073404013",2.07897265429629,41.3660918407368
"080734","04","014","08073404014",2.07515966774672,41.3577168229739
"080734","04","015","08073404015",2.07683445222633,41.3585258061379
"080734","04","016","08073404016",2.07559778499969,41.3599228930428
"080734","04","017","08073404017",2.07827839492535,41.3593774053278
"080734","04","018","08073404018",2.07646122964663,41.3606124498803
"080734","04","019","08073404019",2.07826089331338,41.3625716649143
"080734","05","001","08073405001",2.08302219333656,41.3637456154158
"080734","05","002","08073405002",2.08277169155677,41.3649920999671
"080734","05","003","08073405003",2.08187919269881,41.3639733110136
"080734","05","004","08073405004",2.08163107174661,41.3650745372631
"080734","05","005","08073405005",2.08034494452886,41.3646143202716
"080734","05","006","08073405006",2.07996449945889,41.3629396472512
"080734","05","007","08073405007",2.08161795945509,41.3629791203188
"080734","05","008","08073405008",2.08120139609874,41.3618359238103
"080734","05","009","08073405009",2.08048759032378,41.365925999671
"080734","05","010","08073405010",2.08022903745095,41.3608435967071
"080734","06","001","08073406001",2.08242025756879,41.3664368292843
"080734","06","002","08073406002",2.08372470443602,41.3648983027965
"080734","06","003","08073406003",2.08466243575853,41.3655636859974
"080734","06","004","08073406004",2.08598743834552,41.3651021199574
"080734","06","005","08073406005",2.08532259106444,41.3645932301525
"080734","06","006","08073406006",2.08519312516901,41.3629142826963
"080734","06","007","08073406007",2.08441951977381,41.3614817067333
"080734","06","008","08073406008",2.08324933235261,41.3611647336994
"080734","06","009","08073406009",2.08294974761883,41.3594477491459
"080734","06","010","08073406010",2.08229816380396,41.361134641404
"080734","06","011","08073406011",2.08129632401546,41.3601851867125
"080734","06","012","08073406012",2.08660782462374,41.3656246276485
"080734","06","013","08073406013",2.08452388422779,41.364085401595
"080734","06","014","08073406014",2.08510793489044,41.3612395648209
"080734","06","015","08073406015",2.08780438438934,41.362064396293
"080734","06","016","08073406016",2.08291888407316,41.3620226424659
"080749","01","001","08074901001",1.6727202058704,41.2083567461249
"080749","01","003","08074901003",1.6774458462825,41.2064804548218
"080749","01","004","08074901004",1.67698459016288,41.2132580131135
"080749","01","006","08074901006",1.64418413303075,41.1988752549557
"080749","01","006","08074901006",1.65921520613985,41.2218072046952
"080752","01","003","08075201003",2.46133881696744,41.6017988361339
"080752","01","002","08075201002",2.44234529046163,41.621530832119
"080765","01","001","08076501001",1.87286864735248,41.5358843913053
"080765","01","002","08076501002",1.87944607767634,41.5374757213758
"080765","01","003","08076501003",1.87475550840292,41.5409192422177
"080765","01","004","08076501004",1.86568154676609,41.5410290092153
"080765","01","005","08076501005",1.86946999689237,41.5621257771556
"080765","01","006","08076501006",1.89127215431666,41.5305800666409
"080765","02","001","08076502001",1.87401519859494,41.5282998843594
"080765","02","002","08076502002",1.85709621262663,41.5256154680215
"080765","02","003","08076502003",1.84805413570935,41.5417475050131
"080765","02","004","08076502004",1.85961813680741,41.5710823544655
"080765","02","005","08076502005",1.84010631040751,41.5316114568964
"080771","01","001","08077101001",2.09025234180428,41.3790193758987
"080771","01","002","08077101002",2.08727295073639,41.3769382670069
"080771","01","003","08077101003",2.0853145476351,41.3764857726269
"080771","01","004","08077101004",2.08433767633389,41.3746119685134
"080771","01","005","08077101005",2.08215507345589,41.3766751728219
"080771","02","001","08077102001",2.08896267020442,41.3750598048234
"080771","02","002","08077102002",2.08838932579353,41.3733334997959
"080771","02","003","08077102003",2.08980835512324,41.3710731545621
"080771","02","004","08077102004",2.08575196639563,41.3719809078197
"080771","02","005","08077102005",2.08571860017519,41.3733424301704
"080771","02","006","08077102006",2.08693249359205,41.3699964568869
"080771","03","001","08077103001",2.09276290761381,41.3758274934789
"080771","03","002","08077103002",2.09231244959325,41.3727036383242
"080771","04","001","08077104001",2.09727295946583,41.3861402446021
"080771","05","001","08077105001",2.0907984220487,41.3840291569135
"080771","06","001","08077106001",2.08653529175566,41.3868687944881
"080771","07","001","08077107001",2.08326276081958,41.3808928440444
"080771","08","001","08077108001",2.07813424947046,41.3748049864062
"080771","08","002","08077108002",2.08049867341815,41.3724502446053
"080771","09","001","08077109001",2.08196215134091,41.3696998148674
"080771","09","002","08077109002",2.08437055092126,41.3682405522593
"080771","10","001","08077110001",2.09543609339848,41.3737213085808
"080771","10","002","08077110002",2.09700017429524,41.3710301863436
"080771","10","003","08077110003",2.09527345469521,41.3694086444511
"080771","10","004","08077110004",2.09847340464638,41.3711354154085
"080771","10","005","08077110005",2.09940896061503,41.3720583274026
"080771","10","006","08077110006",2.09931373144581,41.3728850458433
"080771","10","007","08077110007",2.0985592775,41.3735560035566
"080771","10","008","08077110008",2.09817778014529,41.3753191881769
"080787","01","001","08078701001",1.67670640321887,42.0458372055624
"080787","01","001","08078701001",1.75526597791794,42.0442019028525
"080790","01","001","08079001001",2.10971376011904,41.8714760797661
"080804","01","001","08080401001",1.78518681630108,42.1685767314221
"080811","01","001","08081101001",2.43917720135436,41.7538956489073
"080826","01","001","08082601001",2.64234199091496,41.720233246122
"080832","01","001","08083201001",2.31481732660606,41.9404329688597
"080847","01","001","08084701001",1.71239016975657,41.7644986585248
"080850","01","001","08085001001",1.6438700654807,41.4221563124859
"080863","01","001","08086301001",2.30855886709406,41.626219626345
"080863","01","002","08086301002",2.29579559591276,41.6187377436455
"080863","01","003","08086301003",2.29791431519575,41.6171041322763
"080863","01","007","08086301007",2.29464869493893,41.6241051306774
"080863","01","005","08086301005",2.29859019309213,41.6208331681197
"080863","02","001","08086302001",2.31455960018418,41.6567645355046
"080879","01","001","08087901001",2.1142519600797,41.6942585062821
"080885","01","001","08088501001",2.2952634353341,41.6988563338446
"080885","01","002","08088501002",2.26974144661753,41.6864653266895
"080885","01","003","08088501003",2.27790971046277,41.7034081207165
"080885","02","001","08088502001",2.29410300423765,41.6770338315384
"080885","02","002","08088502002",2.28287671563401,41.6821953759925
"080885","02","003","08088502003",2.2836920435253,41.6782592283484
"080885","02","004","08088502004",2.27659432832177,41.6711617107401
"080898","01","001","08089801001",2.01028663293806,41.3051138385403
"080898","01","002","08089801002",2.00698113067448,41.3039905514786
"080898","01","003","08089801003",2.00459675204414,41.3026779825713
"080898","01","004","08089801004",2.00240119684902,41.3023427967331
"080898","01","005","08089801005",2.01104424407681,41.301773383213
"080898","01","006","08089801006",2.00611749633584,41.2989411335149
"080898","01","007","08089801007",2.01457859164205,41.2822333012419
"080898","01","008","08089801008",2.0151112767516,41.2673393989544
"080898","02","001","08089802001",2.00464418040889,41.3073189594242
"080898","02","002","08089802002",2.00269959667447,41.3058552714023
"080898","02","003","08089802003",2.00097146578877,41.3055408758541
"080898","02","004","08089802004",1.99891387734903,41.3112067316982
"080898","02","005","08089802005",1.97129608833359,41.3160216809265
"080898","02","006","08089802006",1.99642719211083,41.310280914847
"080898","02","007","08089802007",2.00006909718182,41.3098962792217
"080898","02","008","08089802008",2.00184257684619,41.3082684446913
"080898","02","009","08089802009",1.99988486816094,41.3081048954387
"080898","02","010","08089802010",1.98894948690356,41.3121665354551
"080898","03","001","08089803001",1.99954329154433,41.3053235985962
"080898","03","002","08089803002",1.99825314830999,41.3073483348655
"080898","03","003","08089803003",1.99554944161277,41.3065796131789
"080898","03","004","08089803004",1.99624713595972,41.3090301433804
"080898","03","005","08089803005",1.95255227956697,41.3003021005369
"080898","03","006","08089803006",1.99825225385805,41.3050392996666
"080898","03","007","08089803007",1.99655643755271,41.3041082422911
"080898","03","008","08089803008",1.97959361101799,41.301840392507
"080898","04","001","08089804001",1.99915879664474,41.3022723398261
"080898","04","002","08089804002",1.99099602650255,41.2959630831566
"080902","01","001","08090201001",1.92817241641057,41.9283217678756
"080919","01","001","08091901001",1.87155398309707,41.4245610132656
"080919","01","002","08091901002",1.86521171940867,41.4407652384802
"080919","02","001","08091902001",1.84723384196182,41.4444110642218
"080924","01","001","08092401001",1.88977731574871,42.0325811665111
"080924","02","001","08092402001",1.88136905751476,42.0297705679894
"080924","02","002","08092402002",1.87598666313856,42.0315671204538
"080924","02","003","08092402003",1.88152521372369,42.0171802081683
"080930","01","001","08093001001",1.78615429626021,42.2650439665335
"080945","01","001","08094501001",1.71756223472303,41.3748154959793
"080945","01","001","08094501001",1.74802136309121,41.3868666990895
"080958","01","001","08095801001",2.06320689078238,41.7271235938176
"080961","01","001","08096101001",2.28703389272708,41.6059983305655
"080961","01","003","08096101003",2.28426148029215,41.6039451386346
"080961","01","004","08096101004",2.28229925270509,41.6070988929202
"080961","01","005","08096101005",2.28436442689418,41.6083726687195
"080961","01","006","08096101006",2.28109304206879,41.6034147094325
"080961","01","009","08096101009",2.28282338692174,41.6136947440421
"080961","01","010","08096101010",2.27787105518958,41.6078217693756
"080961","01","011","08096101011",2.26956409514598,41.6045724491424
"080961","02","001","08096102001",2.29035821623446,41.6108677339135
"080961","02","002","08096102002",2.28816009631113,41.6107994882261
"080961","02","003","08096102003",2.28620996006538,41.6099452795858
"080961","02","004","08096102004",2.28532218957384,41.6123848976451
"080961","02","005","08096102005",2.28826693974,41.6142926555896
"080961","02","006","08096102006",2.28929968668468,41.6188630013914
"080961","02","007","08096102007",2.29171419759502,41.6154659238963
"080961","03","001","08096103001",2.29166091644594,41.6090019675003
"080961","03","002","08096103002",2.29311824934407,41.6148331208723
"080961","03","003","08096103003",2.29284336022282,41.6190791811897
"080961","03","004","08096103004",2.29433810534254,41.6058979241842
"080961","03","005","08096103005",2.29433748883526,41.610967616744
"080961","03","006","08096103006",2.29937964677165,41.6091142378862
"080961","03","007","08096103007",2.29820201174253,41.6133798259973
"080961","03","008","08096103008",2.29406468132777,41.6212808444468
"080961","03","009","08096103009",2.29632710410983,41.603992625008
"080961","04","001","08096104001",2.29005670656334,41.6044678651078
"080961","04","002","08096104002",2.28982695876148,41.6020850077315
"080961","04","003","08096104003",2.28798661838589,41.5995428432304
"080961","04","004","08096104004",2.28918921706093,41.6002783870437
"080961","04","006","08096104006",2.29073425940151,41.5995102337313
"080961","04","007","08096104007",2.29246537135612,41.5976054946759
"080961","04","008","08096104008",2.28808065356697,41.5930704298772
"080961","04","009","08096104009",2.27537309089669,41.5829217167915
"080961","04","010","08096104010",2.28204417396119,41.5997698786292
"080961","04","011","08096104011",2.28610149904768,41.6004547574527
"080977","01","001","08097701001",2.50415449408438,41.7374358988938
"080983","01","001","08098301001",1.76056719550583,41.6758308019039
"080983","01","002","08098301002",1.78436088849449,41.6822503446642
"080996","01","001","08099601001",1.89676983319812,42.2504638704192
"080996","01","001","08099601001",1.84566654920439,42.2940496105761
"081000","01","001","08100001001",2.22579348285619,41.9619114265186
"081017","01","001","08101701001",2.0939371351199,41.3609934507566
"081017","01","002","08101701002",2.0971798816885,41.3627833474299
"081017","01","003","08101701003",2.0982488371575,41.3617009218471
"081017","01","004","08101701004",2.09986747724875,41.3604215745511
"081017","01","005","08101701005",2.09686984640714,41.3587020336883
"081017","01","006","08101701006",2.10631146425371,41.3625848740441
"081017","01","007","08101701007",2.10052489634699,41.3560127694297
"081017","01","008","08101701008",2.09913941700996,41.3580135332632
"081017","01","009","08101701009",2.10055148187576,41.358750815966
"081017","01","010","08101701010",2.09916407123225,41.3632564870332
"081017","01","011","08101701011",2.10222882545812,41.3637661320962
"081017","01","012","08101701012",2.10252901879217,41.3610368956219
"081017","01","013","08101701013",2.10564093764725,41.3553712362958
"081017","01","014","08101701014",2.10563670789496,41.3644261926559
"081017","01","015","08101701015",2.10760123331424,41.3607188831511
"081017","01","016","08101701016",2.08940271510064,41.3646693949383
"081017","01","017","08101701017",2.11009569779473,41.3653132098342
"081017","01","018","08101701018",2.08742798794552,41.3663525973647
"081017","01","019","08101701019",2.10866711987806,41.3612159043185
"081017","01","020","08101701020",2.11060109018567,41.3619479946832
"081017","01","021","08101701021",2.1127811691586,41.3626728170715
"081017","01","022","08101701022",2.11231138711495,41.3643627432398
"081017","01","023","08101701023",2.09739839798118,41.3602202448636
"081017","01","024","08101701024",2.10165855491096,41.3582273933745
"081017","01","025","08101701025",2.11511694241148,41.3661196595356
"081017","01","026","08101701026",2.11479709626844,41.3633325616698
"081017","01","027","08101701027",2.10737738063477,41.3630060266936
"081017","01","028","08101701028",2.09598272574039,41.3609778269451
"081017","01","029","08101701029",2.09332828110506,41.3633928368862
"081017","01","030","08101701030",2.09750310912627,41.3575912655734
"081017","01","031","08101701031",2.09785320811298,41.3564172320283
"081017","01","032","08101701032",2.09225597574744,41.3664417287706
"081017","01","033","08101701033",2.10050043025062,41.3616026421704
"081017","01","034","08101701034",2.10395649518921,41.3620917692216
"081017","01","035","08101701035",2.10586804621693,41.3600112239032
"081017","01","036","08101701036",2.1083560947441,41.3632669976324
"081017","01","037","08101701037",2.10971581983718,41.3636164396739
"081017","01","038","08101701038",2.10940872567898,41.3614836827282
"081017","01","039","08101701039",2.11182641344421,41.3624500323073
"081017","01","040","08101701040",2.11773938530222,41.3673385504716
"081017","02","001","08101702001",2.11243599784033,41.3750612926823
"081017","02","002","08101702002",2.1137455984803,41.3736147554233
"081017","02","004","08101702004",2.11594368616211,41.3740439546466
"081017","02","005","08101702005",2.11612749588975,41.3751542766677
"081017","02","007","08101702007",2.11794739842158,41.3745375806868
"081017","02","008","08101702008",2.12027798272431,41.3764800304585
"081017","02","009","08101702009",2.12013110664428,41.3746943691113
"081017","02","010","08101702010",2.12222750843461,41.3746784150046
"081017","02","011","08101702011",2.12824374166405,41.3705643600843
"081017","02","012","08101702012",2.11472236924837,41.3728077006716
"081017","02","013","08101702013",2.11509795359932,41.3721921747884
"081017","02","014","08101702014",2.11738013931468,41.3724538739726
"081017","02","016","08101702016",2.11568947871749,41.3714632263847
"081017","02","017","08101702017",2.12664094380398,41.3696074863921
"081017","02","020","08101702020",2.11943670554807,41.373266486285
"081017","02","021","08101702021",2.11688418562525,41.3703885898231
"081017","02","023","08101702023",2.11810278233259,41.3712162396895
"081017","02","024","08101702024",2.1194784252079,41.3718141189534
"081017","02","026","08101702026",2.12125709773895,41.3732204097093
"081017","02","028","08101702028",2.11926769724794,41.3687843131069
"081017","02","029","08101702029",2.1187150473832,41.3701268306374
"081017","02","031","08101702031",2.1204568657007,41.3712145648264
"081017","02","032","08101702032",2.12186960958717,41.3716334851173
"081017","02","033","08101702033",2.12267607309492,41.3725291188739
"081017","02","034","08101702034",2.12375848380483,41.3732423753767
"081017","02","036","08101702036",2.12101612555798,41.3692661387034
"081017","02","037","08101702037",2.12101263180551,41.3703124898174
"081017","02","038","08101702038",2.12834285271548,41.3694791020414
"081017","02","039","08101702039",2.12394858768309,41.3720824238562
"081017","02","040","08101702040",2.12363849901448,41.3689402339392
"081017","02","042","08101702042",2.12333942270994,41.3706262737377
"081017","02","043","08101702043",2.12499181467505,41.3717041586781
"081017","02","045","08101702045",2.12427170859783,41.3694304330265
"081017","02","046","08101702046",2.12474705714379,41.369937988637
"081017","02","047","08101702047",2.12539390811328,41.3704043887136
"081017","02","048","08101702048",2.12615818863584,41.3708881503124
"081017","02","049","08101702049",2.12692153252042,41.3714069341013
"081017","03","001","08101703001",2.11966493546281,41.3621498993764
"081017","03","002","08101703002",2.11741493168703,41.3640592712769
"081017","03","003","08101703003",2.11971911937857,41.3646511511835
"081017","03","004","08101703004",2.1216926087929,41.3665340440444
"081017","03","005","08101703005",2.12520016905934,41.3664826627869
"081017","03","006","08101703006",2.12649992869425,41.3666119639908
"081017","03","007","08101703007",2.13046484495552,41.368501261881
"081017","03","008","08101703008",2.12858948234813,41.3646726646387
"081017","03","009","08101703009",2.1293377670997,41.3618886241071
"081017","03","010","08101703010",2.12497746535506,41.3643762890022
"081017","03","011","08101703011",2.12445490802465,41.363690729199
"081017","03","012","08101703012",2.13383174464931,41.3619790145338
"081017","03","013","08101703013",2.12346970419192,41.3628756544445
"081017","03","014","08101703014",2.12628841040132,41.3604140165158
"081017","03","015","08101703015",2.12767536337783,41.3606644358792
"081017","03","016","08101703016",2.13131427521945,41.3635076947763
"081017","03","017","08101703017",2.12580479352322,41.3629952877001
"081017","03","018","08101703018",2.11822934053596,41.3656729516753
"081017","03","019","08101703019",2.13099942865001,41.3665688959769
"081017","03","020","08101703020",2.12531238622469,41.3502537142061
"081017","03","021","08101703021",2.12863911848272,41.3682892018193
"081017","03","022","08101703022",2.12641906484272,41.3637613537448
"081017","03","027","08101703027",2.12493291454581,41.3590995239191
"081017","03","024","08101703024",2.12829291405221,41.3617113216431
"081017","03","025","08101703025",2.12827210670172,41.3664509875576
"081017","04","001","08101704001",2.10473717591337,41.3700303531467
"081017","04","002","08101704002",2.10567478097208,41.3710334252468
"081017","04","003","08101704003",2.1064254212913,41.3720593972868
"081017","04","004","08101704004",2.1117837039921,41.369475250816
"081017","04","005","08101704005",2.10770876871356,41.3732428652784
"081017","04","006","08101704006",2.1090081409979,41.3734607507435
"081017","04","007","08101704007",2.10727164893375,41.372676985796
"081017","04","009","08101704009",2.1100172279564,41.3740445938374
"081017","04","010","08101704010",2.10746448755496,41.3704772315062
"081017","04","011","08101704011",2.10818258065236,41.3711728781965
"081017","04","012","08101704012",2.10924304893753,41.3725055999705
"081017","04","014","08101704014",2.1097643303389,41.3716893678861
"081017","04","016","08101704016",2.11161294027644,41.3727809492232
"081017","04","018","08101704018",2.10736070917434,41.3691178682739
"081017","04","019","08101704019",2.11195118185454,41.3675606018225
"081017","04","020","08101704020",2.11025862422764,41.3687913109541
"081017","04","021","08101704021",2.10921293050052,41.3697496335576
"081017","04","022","08101704022",2.11028796557139,41.3705525999046
"081017","04","023","08101704023",2.11165712771633,41.37191824382
"081017","04","025","08101704025",2.11148045756486,41.3710264702662
"081017","04","026","08101704026",2.11297066970305,41.3719596994639
"081017","04","027","08101704027",2.11248795788071,41.3709322481289
"081017","04","030","08101704030",2.11258331689639,41.3702594183711
"081017","04","031","08101704031",2.11379359491507,41.3697377383219
"081017","04","032","08101704032",2.11475627579181,41.3703730716947
"081017","04","033","08101704033",2.10874648429437,41.3675576952398
"081017","04","035","08101704035",2.10983148819232,41.3672832118355
"081017","04","036","08101704036",2.10589204088081,41.3671727408337
"081017","04","037","08101704037",2.11033394141923,41.3665109848349
"081017","04","040","08101704040",2.11344153581257,41.3677326990038
"081017","04","041","08101704041",2.11478835074692,41.3685524199216
"081017","05","001","08101705001",2.09727266251514,41.366942122464
"081017","05","002","08101705002",2.10109913012778,41.368155961759
"081017","05","003","08101705003",2.09810453272375,41.3657489832185
"081017","05","004","08101705004",2.09932467227485,41.3651691711986
"081017","05","005","08101705005",2.10018387827517,41.364868274424
"081017","05","006","08101705006",2.1025874653641,41.3658524099379
"081017","05","007","08101705007",2.09882446189231,41.3676591667589
"081017","05","008","08101705008",2.09986753822114,41.3693265282656
"081017","05","010","08101705010",2.0993589652096,41.3703135019274
"081017","05","011","08101705011",2.10047541439808,41.3712585226112
"081017","05","013","08101705013",2.10117889011093,41.3724650133584
"081017","05","014","08101705014",2.10105475571733,41.3702433517707
"081017","05","017","08101705017",2.10267830153231,41.3706735655377
"081017","05","018","08101705018",2.1014096441382,41.3693056488285
"081017","05","020","08101705020",2.10240605628743,41.3695781062314
"081017","05","021","08101705021",2.10030707586942,41.3667258777528
"081017","05","023","08101705023",2.10581888354968,41.3741570312356
"081017","05","024","08101705024",2.1032925404027,41.3714989069058
"081017","05","025","08101705025",2.10398300463788,41.3719508083758
"081017","05","026","08101705026",2.10254176325798,41.3726948779586
"081017","05","028","08101705028",2.10471290583966,41.3726934451842
"081017","05","029","08101705029",2.10366057837069,41.3734869792398
"081017","05","030","08101705030",2.10727303420744,41.3751168104588
"081017","05","031","08101705031",2.10194530608548,41.3739104917924
"081017","05","032","08101705032",2.10274539406876,41.3745503496514
"081017","05","033","08101705033",2.10211797295265,41.375436821183
"081017","05","034","08101705034",2.10089254721589,41.3761460462376
"081017","05","035","08101705035",2.10260686386698,41.3675768612935
"081017","05","037","08101705037",2.10455889290403,41.3776199784481
"081017","05","038","08101705038",2.10453695799543,41.374411609217
"081017","06","001","08101706001",2.10305956746322,41.3435102586363
"081017","06","002","08101706002",2.10661580889205,41.3518559248857
"081017","06","005","08101706005",2.10878068124343,41.3508113217119
"081017","06","006","08101706006",2.10745378843871,41.3481296748414
"081017","06","007","08101706007",2.10858661142988,41.3485419475099
"081017","06","008","08101706008",2.11632268198423,41.3518929721158
"081017","06","009","08101706009",2.1120938386086,41.3558779917386
"081017","06","010","08101706010",2.11436518453501,41.3545176246513
"081017","06","011","08101706011",2.11466852841705,41.3574641913198
"081017","06","012","08101706012",2.11456083200258,41.3557230687717
"081017","06","013","08101706013",2.11394870771232,41.3536631418405
"081017","06","014","08101706014",2.11398558573491,41.3520567320402
"081017","06","015","08101706015",2.1137033378345,41.3496631228645
"081017","06","017","08101706017",2.11577937297129,41.3528702096815
"081017","06","018","08101706018",2.10878015442998,41.3526210765636
"081017","06","019","08101706019",2.11033538758997,41.3482038971569
"081017","06","021","08101706021",2.10906380279386,41.3538776742239
"081017","06","022","08101706022",2.11788903005439,41.3558912501125
"081017","06","023","08101706023",2.11121653853825,41.3548161948983
"081017","06","024","08101706024",2.11292750413173,41.3559167295497
"081017","06","025","08101706025",2.11056609278923,41.3530844893917
"081017","06","026","08101706026",2.11785326522071,41.3530409119203
"081017","06","027","08101706027",2.11173770569908,41.3517431189831
"081017","06","030","08101706030",2.11215259763585,41.3535519530089
"081017","06","031","08101706031",2.11240900987719,41.3498682847301
"081017","06","032","08101706032",2.11630678818644,41.3553971198216
"081022","01","001","08102201001",1.6136479381558,41.5778243327548
"081022","02","001","08102202001",1.61775361902282,41.5804161022633
"081022","02","002","08102202002",1.6154555187736,41.5809753986659
"081022","02","003","08102202003",1.61786862160455,41.584180014447
"081022","03","001","08102203001",1.61282118157449,41.5815559724222
"081022","03","002","08102203002",1.5941643824727,41.585541823362
"081022","03","003","08102203003",1.61484715328522,41.5851862373321
"081022","03","004","08102203004",1.60890788031823,41.5867001269315
"081022","03","005","08102203005",1.60483556736421,41.5877961807236
"081022","03","006","08102203006",1.61365757445242,41.5885714204501
"081022","03","007","08102203007",1.617278515094,41.587438346051
"081022","03","008","08102203008",1.61708827443901,41.5913796233431
"081022","03","009","08102203009",1.61017320428218,41.5897285135942
"081022","03","010","08102203010",1.62889382438202,41.591670564093
"081022","04","001","08102204001",1.6214610359994,41.5770237164551
"081022","04","002","08102204002",1.62062000434718,41.5798015658163
"081022","04","003","08102204003",1.62370201608955,41.5787283008424
"081022","04","004","08102204004",1.62110646176647,41.5829608827973
"081022","04","005","08102204005",1.62289620044593,41.5851462263712
"081022","05","001","08102205001",1.62679400972925,41.5765185798068
"081022","05","002","08102205002",1.63111710712988,41.5748114311542
"081022","05","003","08102205003",1.62486855611423,41.5822482275467
"081022","05","004","08102205004",1.62792061793514,41.5799399342967
"081022","05","005","08102205005",1.63148975790424,41.5784865060598
"081022","05","006","08102205006",1.6345415857049,41.57895343389
"081022","05","007","08102205007",1.63089100822683,41.5819945888998
"081038","01","001","08103801001",1.52903884048946,41.6047130283014
"081043","01","001","08104301001",1.53913797719131,41.469632085283
"081056","01","001","08105601001",2.19099070440842,41.512715055762
"081056","01","002","08105601002",2.19146854773319,41.514835571777
"081056","01","003","08105601003",2.19343832930583,41.5101875634915
"081056","01","004","08105601004",2.19312053795531,41.5119013171329
"081056","01","005","08105601005",2.19450721959216,41.5139424998709
"081056","01","005","08105601005",2.20890547588374,41.5210568453808
"081056","01","006","08105601006",2.19532402646267,41.5117420950808
"081056","01","007","08105601007",2.19500015565683,41.5108902648775
"081056","01","008","08105601008",2.19962015848664,41.5068433710068
"081056","01","009","08105601009",2.20299283254651,41.5133819926702
"081069","01","001","08106901001",2.40022050935954,41.6383128883699
"081069","01","002","08106901002",2.3960559366776,41.6387088476943
"081069","02","004","08106902004",2.41036378615734,41.634674846362
"081069","02","003","08106902003",2.38444994357257,41.6378980963686
"081075","01","001","08107501001",2.25115058342814,41.6070427767377
"081075","01","002","08107501002",2.23973408245541,41.6197927983324
"081075","01","003","08107501003",2.21364661372258,41.61296047846
"081075","01","003","08107501003",2.20957939194986,41.6224665637431
"081075","01","004","08107501004",2.21731184712915,41.6080264323628
"081075","01","005","08107501005",2.20856325256789,41.5930344439982
"081075","01","006","08107501006",2.20072375284844,41.6037679866099
"081075","01","007","08107501007",2.22318487820984,41.6267979968803
"081075","01","008","08107501008",2.21313793164065,41.596291913779
"081075","01","009","08107501009",2.21200003640352,41.6180252697251
"081075","01","010","08107501010",2.19918197860918,41.5898585328756
"081075","01","010","08107501010",2.19207379972538,41.5998813285502
"081081","01","001","08108101001",2.21624654294112,41.5828590044934
"081081","01","002","08108101002",2.2313798990789,41.5979927830863
"081081","01","003","08108101003",2.22993770183989,41.5862076677813
"081081","01","004","08108101004",2.24890249642449,41.5890306012037
"081094","01","001","08109401001",2.05105870001365,42.0694541017468
"081108","01","001","08110801001",2.73747790657628,41.6516549644482
"081108","01","002","08110801002",2.72515897214326,41.645456258022
"081108","01","003","08110801003",2.7455409296393,41.6515604722541
"081108","01","004","08110801004",2.75713913115041,41.6574356599344
"081108","01","005","08110801005",2.7434499767545,41.6560622469069
"081108","01","006","08110801006",2.72991619329929,41.6499752087311
"081108","02","001","08110802001",2.74082354073408,41.6427724869254
